scope,variable,current_N,original_N,N_diff,current_mean,original_mean,mean_diff,mean_pct_diff_vs_original,current_median,original_median,median_diff
table1_chunk,Chunk_num,8706,8683,23,17.485182632667126,18.191,-0.7058173673328731,-0.03880036102099242,17.0,16.0,1.0
table1_chunk,Text_len,8706,8683,23,3793.173328738801,3866.817,-73.64367126119896,-0.01904503659242187,3967.0,3954.0,13.0
table1_chunk,Summary_len,8706,8683,23,130.97507466115323,132.678,-1.702925338846768,-0.012835024185221122,132.0,130.0,2.0
table1_chunk,Redundancy_chunk,8706,8683,23,30.4683018033468,32.176,-1.707698196653201,-0.05307366349618352,29.294301994301996,29.739,-0.44469800569800455
table2_xy,lnN_tech,543,552,-9,10.96610286164976,10.962,0.004102861649760925,0.00037428039133013366,10.978984733698187,10.91,0.06898473369818703
table2_xy,Redundancy,543,552,-9,28.94449329135104,29.074,-0.12950670864896097,-0.004454382219473102,28.815161441272817,28.91,-0.09483855872718294
table2_xy,FInvention,531,471,60,2.324674941405925,2.282,0.04267494140592509,0.018700675462719148,2.1972245773362196,2.197,0.00022457733621950027
table2_xy,BHAR,541,471,70,-0.0617672526383254,-0.036,-0.025767252638325404,-0.7157570177312613,-0.2038688808743842,-0.17,-0.033868880874384194
table2_xy,FSales_Growth,538,471,67,0.4094078405973609,0.53,-0.12059215940263912,-0.22753237623139455,0.1562910304606875,0.18,-0.02370896953931248
